org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,video,review,dataset
call,call,0.0,11,39,0,58,CALL,120,360.0,29.97,1.935,www.youtube.com/watch?v=oroJy8hOvpc,phone,"[0.07763561606407166, 0.20775923132896423, 1.0, 0.7648387551307678]",480.0,,,test
actor,actor,0.0,11,39,0,47,ACTOR,490,360.0,29.97,1.568,www.youtube.com/watch?v=qSnQk_qh4ig,actor,"[0.0702890157699585, 0.2192840576171875, 1.0, 0.7700655460357666]",540.0,,,test
sad,sad,0.0,174,46,0,78,SignSchool Sad(1),27,360.0,29.97,2.603,www.youtube.com/watch?v=GCyXSsozH0o,sad,"[0.02371227741241455, 0.22767305374145508, 1.0, 0.6745153665542603]",640.0,,,test
bread,bread,0.0,11,39,0,39,BREAD(1),174,360.0,29.97,1.301,www.youtube.com/watch?v=Whwbh77dGpU,bread,"[0.07676887512207031, 0.18344616889953613, 1.0, 0.739698052406311]",540.0,,,test
Chocolate ,chocolate,2.333,132,-1,70,150,ASL Chocolate ,325,360.0,30.0,5.0,https://www.youtube.com/watch?v=TY45tWl74ow,chocolate,"[0.13488179445266724, 0.3212798833847046, 1.0, 0.7710336446762085]",480.0,/mnt/d/ASL/videos/TY45tWl74ow.webm,1.0,test
NOT-YET,not yet,0.0,67,13,0,75,NOT-YET,658,720.0,15.0,5.0,https://www.youtube.com/watch?v=Hp3VCTN3DSs,not yet,"[0.04321369528770447, 0.08679378032684326, 1.0, 0.7824136018753052]",1280.0,,,test
therapy,therapy,0.0,20,40,0,35,SignSchool Therapy,823,360.0,29.97,1.168,www.youtube.com/watch?v=9vVwv70XDYE,therapy,"[0.05891549587249756, 0.31721746921539307, 1.0, 0.8314787149429321]",640.0,,,test
about,about,0.0,11,39,0,55,ABOUT 1,909,360.0,29.97,1.835,www.youtube.com/watch?v=7_FVUzjWdTM,about,"[0.03476998209953308, 0.1939331591129303, 0.997286319732666, 0.7884652614593506]",480.0,,,test
easter,easter,0.0,20,40,0,30,SignSchool Easter 2,794,360.0,23.976,1.251,www.youtube.com/watch?v=kXXOsQQS2JU,easter,"[0.07581108808517456, 0.33575648069381714, 1.0, 0.801453709602356]",640.0,,,test
BUILDING,building,0.0,67,13,0,62,BUILDING,394,720.0,30.435,2.037,https://www.youtube.com/watch?v=_jai_CnXygg,build,"[0.03466159105300903, 0.25927960872650146, 1.0, 0.8088613748550415]",1280.0,,,test
WHAT (Q),what,0.0,67,13,0,62,WHAT (Q),15,720.0,29.97,2.069,https://www.youtube.com/watch?v=AK26EQRsH7k,what,"[0.0, 0.2591913938522339, 1.0, 0.7759594917297363]",1280.0,,,test
hear,hear,0.0,92,43,0,34,SignSchool Hear Listen,865,360.0,23.976,1.418,www.youtube.com/watch?v=BtzSQzKxPl0,hear,"[0.13342547416687012, 0.356500506401062, 1.0, 0.7904496788978577]",640.0,,,test
lobster,lobster,0.0,20,-1,0,34,SignSchool Lobster Crab,626,360.0,23.976,1.418,www.youtube.com/watch?v=5LU5A-Mmbis,lobster,"[0.06114599108695984, 0.2230781614780426, 1.0, 0.8123390078544617]",640.0,,,test
stubborn,stubborn,0.0,11,39,0,58,STUBBORN,689,360.0,29.97,1.935,www.youtube.com/watch?v=BqQalNUfFDs,stubborn,"[0.04737293720245361, 0.1729581654071808, 0.9978929758071899, 0.769351601600647]",480.0,,,test
Family,family,5.239,90,28,157,227,Kindergarten ASL Vocabulary - 1,44,360.0,29.97,7.574,https://www.youtube.com/watch?v=ybhXZy32d1E,family,"[0.04775279760360718, 0.40946805477142334, 1.0, 0.8702946305274963]",640.0,/mnt/d/ASL/videos/ybhXZy32d1E.mkv,,test
SIGNS,sign,7.074,26,2,212,286,ASL1 Class 3 New SIGNS,86,720.0,29.97,9.543,https://www.youtube.com/watch?v=KTURNRi-wy0,sign,"[0.13648992776870728, 0.17260640859603882, 1.0, 0.9079455137252808]",1280.0,/mnt/d/ASL/videos/KTURNRi-wy0.mkv,,test
potato,potato,0.0,92,43,0,32,SignSchool Potato,401,360.0,23.976,1.335,www.youtube.com/watch?v=bMnw7FVrglA,potato,"[0.11440843343734741, 0.34527748823165894, 1.0, 0.7725865840911865]",640.0,,,test
flag,flag,0.0,20,40,0,61,SignSchool Frisbee,653,360.0,29.97,2.035,www.youtube.com/watch?v=-uAyackx9N0,flag,"[0.022426992654800415, 0.18908074498176575, 1.0, 0.8145164847373962]",640.0,,,test
KNOW (Q),know,0.0,67,11,0,71,KNOW (Q),97,720.0,30.38,2.337,https://www.youtube.com/watch?v=WwykEPImGTU,know,"[0.015316218137741089, 0.24175184965133667, 1.0, 0.6980047225952148]",1280.0,,,test
dumb,dumb,0.0,11,39,0,48,DUMB 1,769,360.0,29.97,1.602,www.youtube.com/watch?v=bC-DYVaDxyU,dumb,"[0.07386922836303711, 0.1874958872795105, 0.9954171180725098, 0.7761175632476807]",480.0,,,test
shower,shower,0.0,11,39,0,35,SHOWER,299,360.0,29.97,1.168,www.youtube.com/watch?v=ZrBL-2-knGQ,shower,"[0.05983114242553711, 0.14836075901985168, 1.0, 0.6977797746658325]",540.0,,,test
river,river,0.0,11,39,0,42,RIVER(1),703,360.0,29.97,1.401,www.youtube.com/watch?v=4vr7STEgRrY,river,"[0.07351979613304138, 0.23448947072029114, 1.0, 0.7465914487838745]",540.0,,,test
fast,fast,0.0,11,39,0,46,FAST,238,360.0,29.97,1.535,www.youtube.com/watch?v=rwLDhYyRlts,fast,"[0.08470034599304199, 0.20914214849472046, 1.0, 0.7756562232971191]",480.0,,,test
newspaper,newspaper,0.0,92,43,0,31,SignSchool Newspaper,243,360.0,23.976,1.293,www.youtube.com/watch?v=Yh7h7h6YtUQ,newspaper,"[0.04909518361091614, 0.3149506747722626, 1.0, 0.749948263168335]",640.0,,,test
many,many,0.0,11,39,0,65,many,261,360.0,29.97,2.169,www.youtube.com/watch?v=eTmzHLtBOnU,many,"[0.07611525058746338, 0.19286084175109863, 1.0, 0.7681566476821899]",480.0,,,test
ski,ski,0.0,11,39,0,56,ski,523,360.0,29.97,1.869,www.youtube.com/watch?v=Gvdnxav0K1M,ski,"[0.09298869967460632, 0.1751803159713745, 0.9962429404258728, 0.7570874691009521]",480.0,,,test
live,live,0.0,174,62,0,53,SignSchool Live,98,360.0,29.97,1.768,www.youtube.com/watch?v=Ujaq6hUMUmY,live,"[0.004102826118469238, 0.1449548900127411, 1.0, 0.6422377824783325]",640.0,,,test
later,later,0.0,11,39,0,52,later,354,360.0,29.97,1.735,www.youtube.com/watch?v=s3wDKw4Y4w0,later,"[0.07539770007133484, 0.17455711960792542, 0.9959940910339355, 0.753423810005188]",480.0,,,test
movie,movie,0.0,11,39,0,56,movie,141,360.0,29.97,1.869,www.youtube.com/watch?v=pRL45Ffm4Vw,movie,"[0.07639563083648682, 0.12926751375198364, 1.0, 0.7578040361404419]",480.0,,,test
government,government,0.0,20,40,0,43,SignSchool Government 3,304,360.0,29.97,1.435,www.youtube.com/watch?v=1vnxVTcVms4,government,"[0.05881178379058838, 0.27480509877204895, 1.0, 0.8484890460968018]",640.0,,,test
READ,read,0.0,67,11,0,67,READ(1),82,720.0,29.97,2.236,https://www.youtube.com/watch?v=xRNzgIs7WWM,read,"[0.01504930853843689, 0.25793612003326416, 1.0, 0.700192928314209]",1280.0,,,test
pink,pink,0.0,20,40,0,39,SignSchool Pink(1),96,360.0,23.976,1.627,www.youtube.com/watch?v=kR1aXQ0GHnw,pink,"[0.0678136944770813, 0.37821847200393677, 1.0, 0.8312106132507324]",640.0,,,test
thirsty,thirsty,0.0,11,39,0,55,THIRST,536,360.0,29.97,1.835,www.youtube.com/watch?v=4Y8Y4qrSP1s,thirsty,"[0.11204737424850464, 0.22919589281082153, 1.0, 0.7528831362724304]",480.0,,,test
daughter,daughter,0.0,20,40,0,63,SignSchool Daughter Old,144,360.0,29.97,2.102,www.youtube.com/watch?v=v4cNSS7EQus,daughter,"[0.054288655519485474, 0.20724144577980042, 1.0, 0.8350998163223267]",640.0,,,test
NIGHT,night,0.0,67,11,0,44,NIGHT,99,720.0,15.0,2.933,https://www.youtube.com/watch?v=MUVYTxET4Do,night,"[0.09250521659851074, 0.17552915215492249, 1.0, 0.6767777800559998]",1280.0,,1.0,test
NIGHT,night,2.933,67,11,44,82,NIGHT,99,720.0,15.0,5.467,https://www.youtube.com/watch?v=MUVYTxET4Do,night,"[0.09250521659851074, 0.17552915215492249, 1.0, 0.6767777800559998]",1280.0,,1.0,test
WOW,wow,0.0,67,11,0,71,WOW,227,720.0,15.209,4.668,https://www.youtube.com/watch?v=sC406CwziwQ,wow,"[0.03826785087585449, 0.1796092391014099, 1.0, 0.7797631621360779]",1280.0,,,test
ready,ready,0.0,20,40,0,33,SignSchool Ready 2h,189,360.0,29.97,1.101,www.youtube.com/watch?v=Mia86oYwZKs,ready,"[0.03343099355697632, 0.16883426904678345, 1.0, 0.8771964907646179]",640.0,,,test
COLOR,color,0.0,67,11,0,49,COLOR,146,720.0,30.562,1.603,https://www.youtube.com/watch?v=13NxXYPYpb0,color,"[0.008893460035324097, 0.2898830473423004, 1.0, 0.7137685418128967]",1280.0,,,test
FURNITURE,furniture,33.1,101,-1,993,1053,Learn ASL Basic Furniture Signs in American Sign Language for Beginners,662,360.0,30.0,35.1,https://www.youtube.com/watch?v=nHnqAu_1K-c,furniture,"[0.10016021132469177, 0.1441597044467926, 1.0, 0.7465173602104187]",640.0,/mnt/d/ASL/videos/nHnqAu_1K-c.webm,1.0,test
salt,salt,0.0,11,39,0,52,SALT,381,360.0,29.97,1.735,www.youtube.com/watch?v=XUlDh-wKIEM,salt,"[0.049002647399902344, 0.21374639868736267, 1.0, 0.7729477882385254]",480.0,,,test
nurse,nurse,0.0,11,39,0,49,NURSE,71,360.0,29.97,1.635,www.youtube.com/watch?v=OI_2ZCJlojM,nurse,"[0.10377535223960876, 0.2089143991470337, 1.0, 0.774878203868866]",480.0,,,test
introduce,introduce,0.0,20,40,0,35,SignSchool Introduce Introduction,888,360.0,23.976,1.46,www.youtube.com/watch?v=bgWl4uEJW8Y,introduce,"[0.04863470792770386, 0.284233421087265, 1.0, 0.9155939817428589]",640.0,,,test
before,before,0.0,174,25,0,51,SignSchool Before(1),387,360.0,29.97,1.702,www.youtube.com/watch?v=kM8O_piLegw,before,"[0.01739683747291565, 0.15943263471126556, 1.0, 0.6141937971115112]",640.0,,,test
awful,awful,0.0,174,31,0,45,SignSchool Awful,231,360.0,29.97,1.502,www.youtube.com/watch?v=m0YJUQW2qfA,awful,"[0.018354475498199463, 0.27908989787101746, 1.0, 0.8511060476303101]",640.0,,,test
ball,ball,0.0,106,48,0,85,SignSchool ball,310,360.0,29.97,2.836,www.youtube.com/watch?v=u7YdwN89Leg,ball,"[0.034648776054382324, 0.45890748500823975, 1.0, 0.9386869668960571]",640.0,,,test
SKIRT,skirt,0.0,67,11,0,58,SKIRT,506,720.0,30.475,1.903,https://www.youtube.com/watch?v=gH_hzPSD9zM,skirt,"[0.008875042200088501, 0.22271788120269775, 1.0, 0.8187570571899414]",1280.0,,,test
onion,onion,0.0,92,43,0,33,SignSchool Onion(1),522,360.0,23.976,1.376,www.youtube.com/watch?v=AStNlw3x1rk,onion,"[0.0836591124534607, 0.37928593158721924, 1.0, 0.928587794303894]",640.0,,,test
stop,stop,0.0,20,40,0,43,SignSchool Stop,358,360.0,29.97,1.435,www.youtube.com/watch?v=NOpmdQCK_Hs,stop,"[0.05827641487121582, 0.31665268540382385, 1.0, 0.8651934862136841]",640.0,,,test
HELLO,hello,3.27,26,20,98,132,ASL2 Class 52 SIGNS,0,720.0,29.97,4.404,https://www.youtube.com/watch?v=K8T0-zeB3jc,hello,"[0.14746186137199402, 0.01631033420562744, 1.0, 0.7150961756706238]",1280.0,/mnt/d/ASL/videos/K8T0-zeB3jc.mkv,,test
SCHOOL,school,0.0,67,13,0,61,SCHOOL(1),10,720.0,29.97,2.035,https://www.youtube.com/watch?v=2EAilZspev4,school,"[0.0127144455909729, 0.25342097878456116, 1.0, 0.6997261047363281]",1280.0,,,test
Cold ,cold,0.0,132,-1,0,134,ASL Cold ,177,360.0,30.0,4.467,https://www.youtube.com/watch?v=L2eh0aUfx0c,cold,"[0.10692429542541504, 0.2598103880882263, 1.0, 0.7332631945610046]",480.0,/mnt/d/ASL/videos/L2eh0aUfx0c.mp4,,test
worry,worry,0.0,20,40,0,45,SignSchool Worry 2,508,360.0,29.97,1.502,www.youtube.com/watch?v=CMwDrUeuwPY,worry,"[0.0, 0.1789979636669159, 1.0, 0.966415286064148]",640.0,,,test
meaning,meaning,0.0,92,43,0,52,SignSchool Meaning,900,360.0,23.976,2.169,www.youtube.com/watch?v=B__IgGoSizs,meaning,"[0.07054254412651062, 0.3928285837173462, 1.0, 0.8875725865364075]",640.0,,,test
cafeteria,cafeteria,0.0,11,39,0,30,CAFETERIA(1),278,360.0,29.97,1.001,www.youtube.com/watch?v=KmDKguy0lTg,cafeteria,"[0.08774998784065247, 0.23159855604171753, 1.0, 0.7005372047424316]",540.0,,,test
blanket,blanket,0.0,11,39,0,34,BLANKET,539,360.0,29.97,1.134,www.youtube.com/watch?v=zvl9WNR_Jco,blanket,"[0.0722523033618927, 0.1600075662136078, 0.9996557831764221, 0.8015943169593811]",540.0,,,test
dog,dog,0.0,11,39,0,34,DOG(1),108,360.0,29.97,1.134,www.youtube.com/watch?v=-9AsKTaXwH8,dog,"[0.06566059589385986, 0.25786298513412476, 1.0, 0.6930674910545349]",540.0,,,test
shoes,shoes,0.0,11,39,0,30,SHOES(1),102,360.0,29.97,1.001,www.youtube.com/watch?v=thCR_9wP59U,shoes,"[0.08790427446365356, 0.2436831146478653, 1.0, 0.6970916390419006]",540.0,,,test
pencil,pencil,0.0,20,40,0,34,SignSchool Pencil,79,360.0,23.976,1.418,www.youtube.com/watch?v=aHXFG6Z09Vg,pencil,"[0.07342925667762756, 0.25839918851852417, 1.0, 0.8192570209503174]",640.0,,,test
cheese,cheese,0.0,11,39,0,34,CHEESE,127,360.0,29.97,1.134,www.youtube.com/watch?v=3NqQk0cNPA0,cheese,"[0.08582836389541626, 0.18859794735908508, 1.0, 0.7001470327377319]",540.0,,,test
card,card,0.0,106,-1,0,90,SignSchool Card,819,360.0,29.97,3.003,www.youtube.com/watch?v=Ubjzc778qdo,check,"[0.03787544369697571, 0.43885061144828796, 1.0, 0.9534362554550171]",640.0,,,test
Canada ,canada,2.333,132,-1,70,160,ASL Canada ,382,360.0,30.0,5.333,https://www.youtube.com/watch?v=C8ucCFnfZYQ,canada,"[0.055866509675979614, 0.2286551147699356, 0.999971330165863, 0.6751583218574524]",480.0,/mnt/d/ASL/videos/C8ucCFnfZYQ.mkv,1.0,test
fall,autumn,0.0,20,40,0,40,SignSchool Fall copy,433,360.0,23.976,1.668,www.youtube.com/watch?v=0dhTIWWegH8,autumn,"[0.05159640312194824, 0.18314027786254883, 1.0, 0.8163979649543762]",640.0,,,test
go,go,0.0,11,39,0,61,GO,87,360.0,29.97,2.035,www.youtube.com/watch?v=QfVrSA3yrSc,go,"[0.11191502213478088, 0.22330567240715027, 1.0, 0.7075542211532593]",480.0,,,test
stay,stay,0.0,92,43,0,58,SignSchool Stay,302,360.0,29.97,1.935,www.youtube.com/watch?v=cR-jmxeRoUg,stay,"[0.060090571641922, 0.32466942071914673, 1.0, 0.8473271131515503]",640.0,,,test
FRUIT,fruit,12.98,26,20,389,472,ASL2 Class 45 Food SIGNS,353,720.0,29.97,15.749,https://www.youtube.com/watch?v=qATuIbBufYQ,fruit,"[0.08480945229530334, 0.24133363366127014, 1.0, 0.794035017490387]",1280.0,/mnt/d/ASL/videos/qATuIbBufYQ.mkv,,test
trigonometry,trigonometry,0.0,20,40,0,47,SignSchool Trigonometry,832,360.0,29.97,1.568,www.youtube.com/watch?v=-Bg9y6Vsins,trigonometry,"[0.06070965528488159, 0.331864595413208, 1.0, 0.8085335493087769]",640.0,,,test
chair,sit,0.0,11,39,0,29,CHAIR(2),18,360.0,29.97,0.968,www.youtube.com/watch?v=K47c4lIJQvI,sit,"[0.08032059669494629, 0.17257216572761536, 1.0, 0.7332395315170288]",540.0,,,test
israel,israel,0.0,11,-1,0,48,ISRAEL(1),516,360.0,29.97,1.602,www.youtube.com/watch?v=KL7jBS-n9_M,israel,"[0.05560588836669922, 0.21440556645393372, 0.9998164772987366, 0.7603135704994202]",480.0,,,test
Beautiful ,beautiful,0.0,132,-1,0,119,ASL Beautiful ,62,360.0,30.0,3.967,https://www.youtube.com/watch?v=hElr5OPpnAo,beautiful,"[0.13361984491348267, 0.2929813265800476, 1.0, 0.6414093375205994]",480.0,/mnt/d/ASL/videos/hElr5OPpnAo.mp4,,test
JOIN,join,0.0,67,13,0,88,JOIN,744,720.0,15.0,5.867,https://www.youtube.com/watch?v=WPVk8I02I6M,join,"[0.038192808628082275, 0.23130664229393005, 1.0, 0.7951793670654297]",1280.0,,,test
floor,floor,0.0,11,39,0,59,floor,625,360.0,29.97,1.969,www.youtube.com/watch?v=yRovyFQ3u2s,floor,"[0.0678812563419342, 0.19746369123458862, 1.0, 0.7810701131820679]",480.0,,,test
cloud,cloud,0.0,20,40,0,55,SignSchool Cloud copy,705,360.0,29.97,1.835,www.youtube.com/watch?v=8EI-uQvLNIQ,cloud,"[0.0, 0.13872948288917542, 1.0, 1.0]",640.0,,,test
football,football,0.0,11,39,0,41,FOOTBALL(1),233,360.0,29.97,1.368,www.youtube.com/watch?v=rALpH4aCRzo,football,"[0.04322582483291626, 0.24888324737548828, 1.0, 0.8048716187477112]",490.0,,,test
OFFICE,office,0.0,67,11,0,62,OFFICE,253,720.0,30.449,2.036,https://www.youtube.com/watch?v=QaDFIVUzgHA,office,"[0.023645341396331787, 0.30076873302459717, 1.0, 0.7635154724121094]",1280.0,,,test
separate,separate,0.0,20,-1,0,25,SignSchool Separate 2,655,360.0,23.976,1.043,www.youtube.com/watch?v=NusAu46A1j8,separate,"[0.05962058901786804, 0.22015178203582764, 1.0, 0.9573913812637329]",640.0,,,test
bath,bath,0.0,11,39,0,49,BATH,677,360.0,29.97,1.635,www.youtube.com/watch?v=ezZRpQUUZqI,bath,"[0.04123726487159729, 0.17811927199363708, 0.9976214170455933, 0.8540794253349304]",480.0,,,test
ugly,ugly,0.0,11,39,0,51,UGLY,199,360.0,29.97,1.702,www.youtube.com/watch?v=tXjf0A57N1I,ugly,"[0.10639002919197083, 0.2350788712501526, 1.0, 0.7587159872055054]",480.0,,,test
"AUTUMN, Fall",autumn,8.508,10,26,255,373,Lesson 9 Vocabulary - A Basic Course (ABC) in ASL,433,720.0,29.97,12.446,https://www.youtube.com/watch?v=0uW4g4KEFMA,autumn,"[0.2594720721244812, 0.31439948081970215, 0.9760638475418091, 0.6959560513496399]",1280.0,/mnt/d/ASL/videos/0uW4g4KEFMA.mp4,,test
HI,hi,2.769,26,20,83,121,ASL2 Class 9 SIGNS,379,720.0,29.97,4.037,https://www.youtube.com/watch?v=ctcBSA-293U,hi,"[0.0, 0.0, 1.0, 0.7340404987335205]",1280.0,/mnt/d/ASL/videos/ctcBSA-293U.mkv,,test
peach,peach,0.0,11,39,0,44,PEACH,612,360.0,29.97,1.468,www.youtube.com/watch?v=CH8XIKf-HOY,peach,"[0.10094928741455078, 0.19466492533683777, 1.0, 0.7708754539489746]",480.0,,,test
art,draw,0.0,11,39,0,69,ART,91,360.0,29.97,2.302,www.youtube.com/watch?v=tN_Fkaq2qiQ,draw,"[0.0748308002948761, 0.26089340448379517, 1.0, 0.7606462240219116]",480.0,,,test
outside,outside,0.0,106,48,0,74,SignSchool Outside(2),159,360.0,29.97,2.469,www.youtube.com/watch?v=BNHrvgPQJYo,outside,"[0.03487733006477356, 0.3366091251373291, 1.0, 0.932065486907959]",640.0,,,test
find,find,0.0,11,39,0,50,FIND(1),366,360.0,29.97,1.668,www.youtube.com/watch?v=iLvmhE7joFg,find,"[0.04590126872062683, 0.20437800884246826, 0.9965792298316956, 0.7577182650566101]",480.0,,,test
SPORTS,sports,4.333,101,-1,130,213,Learn ASL Signs for SPORTS,608,360.0,30.0,7.1,https://www.youtube.com/watch?v=pnzIZR8wTV8,sports,"[0.20259326696395874, 0.28864696621894836, 1.0, 0.7683522701263428]",640.0,/mnt/d/ASL/videos/pnzIZR8wTV8.webm,,test
relationship,relationship,0.0,11,39,0,52,RELATIONSHIP,793,360.0,29.97,1.735,www.youtube.com/watch?v=p0dxBxcRlIY,relationship,"[0.0493585467338562, 0.21834462881088257, 0.9962096810340881, 0.7702605724334717]",480.0,,,test
Fly ,fly,0.0,132,-1,0,104,ASL Fly ,602,360.0,30.0,3.467,https://www.youtube.com/watch?v=WAF_7C6cxGA,fly,"[0.10064816474914551, 0.2280196249485016, 1.0, 0.7498199343681335]",480.0,/mnt/d/ASL/videos/WAF_7C6cxGA.mp4,,test
laugh,laugh,0.0,20,40,0,34,SignSchool Laugh(2),312,360.0,23.976,1.418,www.youtube.com/watch?v=x-m6O8WAmIk,laugh,"[0.07752668857574463, 0.3842516541481018, 1.0, 0.8288490176200867]",640.0,,,test
shark,shark,0.0,20,40,0,56,SignSchool Shark,599,360.0,23.976,2.336,www.youtube.com/watch?v=-eVM_qsqVB8,shark,"[0.06791743636131287, 0.334192156791687, 1.0, 0.8568282127380371]",640.0,,,test
laugh,laugh,0.0,11,39,0,43,LAUGH,312,360.0,29.97,1.435,www.youtube.com/watch?v=nqWDDn7jtFA,laugh,"[0.10663196444511414, 0.2115873396396637, 1.0, 0.792677640914917]",480.0,,,test
address,live,0.0,11,39,0,62,address,98,360.0,29.97,2.069,www.youtube.com/watch?v=6Wy0n0GfXcM,live,"[0.06654390692710876, 0.13657242059707642, 1.0, 0.8933287858963013]",480.0,,,test
carrot,carrot,0.0,20,40,0,78,SignSchool Carrot 2,348,360.0,29.97,2.603,www.youtube.com/watch?v=Rg8mCLofZaQ,carrot,"[0.035923659801483154, 0.2809724807739258, 1.0, 0.7930765748023987]",640.0,,,test
WALK,walk,0.0,67,13,0,74,WALK,80,720.0,30.364,2.437,https://www.youtube.com/watch?v=r9Rten33zC8,walk,"[0.022698581218719482, 0.2588702440261841, 1.0, 0.7327736020088196]",1280.0,,,test
send,send,0.0,92,33,0,30,SignSchool Send,871,360.0,23.976,1.251,www.youtube.com/watch?v=eY_VdFDETdo,send,"[0.06586238741874695, 0.3493548035621643, 1.0, 0.7708022594451904]",640.0,,,test
MUSEUM,museum,0.0,67,13,0,80,MUSEUM,694,720.0,15.0,5.333,https://www.youtube.com/watch?v=70wOOlfym3M,museum,"[0.03854846954345703, 0.23659315705299377, 1.0, 0.810177206993103]",1280.0,,,test
home,home,0.0,11,39,0,50,HOME(1),118,360.0,29.97,1.668,www.youtube.com/watch?v=kI8My8vQVXM,home,"[0.041655153036117554, 0.20919272303581238, 0.9996104836463928, 0.7507412433624268]",480.0,,,test
HAIR,hair,0.0,67,11,0,52,HAIR,257,720.0,29.97,1.735,https://www.youtube.com/watch?v=e1Gbf1oa2dc,hair,"[0.0024205446243286133, 0.25702333450317383, 1.0, 0.7088567614555359]",1280.0,,,test
Check ,check,0.0,132,-1,0,149,ASL Check ,819,360.0,30.0,4.967,https://www.youtube.com/watch?v=m_2cPcPxBcc,check,"[0.08442020416259766, 0.2738546133041382, 1.0, 0.7141224145889282]",480.0,/mnt/d/ASL/videos/m_2cPcPxBcc.webm,,test
DOCTOR,doctor,0.0,67,13,0,60,DOCTOR,51,720.0,15.0,4.0,https://www.youtube.com/watch?v=QPiZO8Aswgo,doctor,"[0.03770780563354492, 0.19798406958580017, 1.0, 0.8627891540527344]",1280.0,,,test
right,right,0.0,11,39,0,51,RIGHT 1,94,360.0,29.97,1.702,www.youtube.com/watch?v=bmc1BJWo_Pw,right,"[0.111605703830719, 0.23810863494873047, 1.0, 0.6940487623214722]",480.0,,,test
envelope,envelope,0.0,11,-1,0,76,envelope,926,360.0,29.97,2.536,www.youtube.com/watch?v=v2A3qbwbhVk,envelope,"[0.07094058394432068, 0.14283788204193115, 0.9993532299995422, 0.8528081178665161]",480.0,,,test
CITY,city,0.0,67,10,0,70,CITY,367,720.0,29.97,2.336,https://www.youtube.com/watch?v=cEbPqZiaAqQ,city,"[0.01977229118347168, 0.2644718885421753, 1.0, 0.761728823184967]",1280.0,,,test
snow,snow,0.0,92,43,0,27,SignSchool Snow(1),435,360.0,23.976,1.126,www.youtube.com/watch?v=Wg-dy-Yg8u0,snow,"[0.12524086236953735, 0.20630383491516113, 1.0, 0.772564172744751]",640.0,,,test
last year,last year,0.0,92,-1,0,27,SignSchool Last Year One Year Ago,469,360.0,23.976,1.126,www.youtube.com/watch?v=YxJucxCTmB8,last year,"[0.1427888572216034, 0.3732588291168213, 1.0, 0.7489872574806213]",640.0,,,test
WOMAN,woman,0.0,67,11,0,61,WOMAN,93,720.0,29.97,2.035,https://www.youtube.com/watch?v=OgcjUatW9LA,woman,"[0.011404991149902344, 0.2840748429298401, 1.0, 0.7068575620651245]",1280.0,,,test
pretty,beautiful,0.0,11,39,0,44,PRETTY,62,360.0,29.97,1.468,www.youtube.com/watch?v=ei6zL529jn0,beautiful,"[0.09850078821182251, 0.21344879269599915, 1.0, 0.758846640586853]",480.0,,,test
movie,movie,0.0,20,40,0,43,SignSchool Movie 3,141,360.0,29.97,1.435,www.youtube.com/watch?v=axt2MQyzvy8,movie,"[0.05714303255081177, 0.28664541244506836, 1.0, 0.7941722869873047]",640.0,,,test
BOWL,bowl,9.51,138,-1,285,333,Mr Jensen ASL - Home interior kitchen,609,360.0,29.97,11.111,https://www.youtube.com/watch?v=RFyLlxNMD3I,bowl,"[0.13204672932624817, 0.19628703594207764, 1.0, 0.8322217464447021]",480.0,/mnt/d/ASL/videos/RFyLlxNMD3I.mkv,,test
teacher,teacher,0.667,29,-1,20,90,ASL Teacher,2,360.0,30.0,3.0,https://www.youtube.com/watch?v=N9tVg829W4c,teacher,"[0.0006407499313354492, 0.12407088279724121, 1.0, 0.894126296043396]",540.0,/mnt/d/ASL/videos/N9tVg829W4c.mkv,1.0,test
